Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
74.08400, 0.04868, 12.27500, inf, 3.60340, inf, 1.00000
74.08100, 0.05345, 12.26800, 0.26919, 3.95700, 3.30240, 0.83457
74.07700, 0.05941, 12.25900, 0.30523, 4.39790, 3.74190, 0.85084
74.07300, 0.06643, 12.24900, 0.34766, 4.91710, 4.25840, 0.86604
74.06700, 0.07613, 12.23600, 0.40647, 5.63490, 4.97360, 0.88264
74.06000, 0.08947, 12.22100, 0.48756, 6.62180, 5.95840, 0.89982
74.04800, 0.10911, 12.19800, 0.60704, 8.07350, 7.40450, 0.91714
74.03000, 0.14185, 12.16000, 0.80640, 10.49400, 9.80600, 0.93444
74.01100, 0.17420, 12.12500, 1.00360, 12.88300, 12.16900, 0.94458
73.99200, 0.20626, 12.09200, 1.19940, 15.25100, 14.50300, 0.95095
73.96500, 0.25384, 12.04400, 1.49000, 18.76100, 17.94600, 0.95656
74.09100, 0.28842, 12.03500, 1.70050, 21.34900, 20.46600, 0.95864
74.08700, 0.33321, 12.00100, 1.97490, 24.66400, 23.70000, 0.96091
74.08200, 0.39487, 11.96100, 2.35330, 29.22500, 28.14700, 0.96311
