Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.06200, 0.02785, nan, nan, 1.39260, nan, nan
50.06000, 0.03063, 8.15000, 0.17168, 1.53160, 1.39920, 0.91355
50.05700, 0.03446, 8.14500, 0.19508, 1.72250, 1.58900, 0.92250
50.05500, 0.03895, 8.14000, 0.22256, 1.94680, 1.81160, 0.93055
50.05100, 0.04585, 8.13200, 0.26497, 2.29190, 2.15470, 0.94014
50.04600, 0.05466, 8.12000, 0.31887, 2.73160, 2.58930, 0.94791
50.03800, 0.06761, 8.10500, 0.39831, 3.37820, 3.22810, 0.95557
50.02600, 0.08915, 8.08000, 0.53076, 4.45300, 4.28860, 0.96308
50.01300, 0.11037, 8.05200, 0.66140, 5.51130, 5.32600, 0.96638
50.00100, 0.13124, 8.02000, 0.79030, 6.55200, 6.33800, 0.96734
49.98400, 0.16196, 7.97200, 0.98110, 8.08200, 7.82100, 0.96771
49.97100, 0.18366, 7.93700, 1.11640, 9.16300, 8.86100, 0.96704
49.95500, 0.21185, 7.88900, 1.29320, 10.56500, 10.20200, 0.96564
49.93300, 0.25051, 7.83400, 1.53620, 12.48700, 12.03500, 0.96380
50.05700, 0.27673, 7.82700, 1.70030, 13.82600, 13.30800, 0.96253
50.05500, 0.30875, 7.79500, 1.90180, 15.42500, 14.82500, 0.96110
