Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.06000, 0.00838, 4.23400, 0.07391, 0.41186, 0.31290, 0.75972
50.06000, 0.00915, 4.23200, 0.08277, 0.44953, 0.35020, 0.77904
50.06000, 0.01020, 4.22900, 0.09486, 0.50097, 0.40110, 0.80065
50.05900, 0.01144, 4.22500, 0.10910, 0.56173, 0.46090, 0.82050
50.05800, 0.01314, 4.22000, 0.12871, 0.64530, 0.54310, 0.84162
50.05600, 0.01548, 4.21200, 0.15562, 0.75960, 0.65550, 0.86295
50.05400, 0.01890, 4.20200, 0.19484, 0.92660, 0.81870, 0.88355
50.05100, 0.02450, 4.18600, 0.25933, 1.20080, 1.08550, 0.90398
50.04700, 0.03115, 4.16700, 0.33531, 1.52200, 1.39730, 0.91807
50.04300, 0.03691, 4.15100, 0.40192, 1.80280, 1.66850, 0.92550
