Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.06000, 0.00839, 4.23400, 0.07395, 0.41251, 0.31310, 0.75901
50.06000, 0.00916, 4.23100, 0.08279, 0.45004, 0.35030, 0.77838
50.06000, 0.01022, 4.22800, 0.09497, 0.50199, 0.40150, 0.79982
50.05900, 0.01145, 4.22400, 0.10915, 0.56236, 0.46110, 0.81994
50.05800, 0.01316, 4.21900, 0.12876, 0.64590, 0.54320, 0.84100
50.05600, 0.01549, 4.21200, 0.15562, 0.76000, 0.65550, 0.86250
50.05500, 0.01891, 4.20200, 0.19487, 0.92720, 0.81890, 0.88320
50.05100, 0.02452, 4.18600, 0.25945, 1.20180, 1.08600, 0.90364
50.04700, 0.03116, 4.16700, 0.33537, 1.52240, 1.39750, 0.91796
50.04300, 0.03692, 4.15100, 0.40194, 1.80320, 1.66840, 0.92524
