Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.06000, 0.00855, 4.48800, 0.07917, 0.41926, 0.35530, 0.84745
50.06000, 0.00935, 4.47400, 0.08826, 0.45833, 0.39490, 0.86161
50.06000, 0.01043, 4.45400, 0.10064, 0.51133, 0.44830, 0.87673
50.05900, 0.01169, 4.43200, 0.11514, 0.57340, 0.51020, 0.88978
50.05800, 0.01341, 4.40000, 0.13484, 0.65800, 0.59330, 0.90167
50.05600, 0.01576, 4.36000, 0.16155, 0.77280, 0.70430, 0.91136
50.05400, 0.01913, 4.30300, 0.19987, 0.93800, 0.85990, 0.91674
50.05100, 0.02531, 4.20900, 0.26987, 1.24010, 1.13590, 0.91597
50.04700, 0.03110, 4.16200, 0.33500, 1.51960, 1.39430, 0.91754
50.04400, 0.03678, 4.13400, 0.40034, 1.79630, 1.65510, 0.92139
