Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.06100, 0.00855, 4.48900, 0.07917, 0.41929, 0.35540, 0.84762
50.06100, 0.00935, 4.47400, 0.08832, 0.45844, 0.39510, 0.86184
50.06000, 0.01043, 4.45500, 0.10074, 0.51163, 0.44880, 0.87720
50.05900, 0.01170, 4.43200, 0.11521, 0.57368, 0.51060, 0.89004
50.05800, 0.01343, 4.40100, 0.13499, 0.65860, 0.59400, 0.90191
50.05600, 0.01577, 4.36000, 0.16166, 0.77310, 0.70480, 0.91165
50.05500, 0.01914, 4.30200, 0.19997, 0.93830, 0.86040, 0.91698
50.05100, 0.02531, 4.20900, 0.26995, 1.24020, 1.13610, 0.91606
50.04700, 0.03111, 4.16200, 0.33508, 1.52000, 1.39460, 0.91750
50.04300, 0.03679, 4.13500, 0.40043, 1.79650, 1.65570, 0.92163
