Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
90.09000, 0.03915, 12.25900, inf, 3.52690, inf, 1.00000
90.09000, 0.04316, 12.23400, 0.26971, 3.88770, 3.29970, 0.84875
90.09000, 0.04816, 12.20500, 0.30520, 4.33790, 3.72500, 0.85871
90.08000, 0.05401, 12.17400, 0.34693, 4.86470, 4.22350, 0.86819
90.08000, 0.06192, 12.14000, 0.40370, 5.57690, 4.90090, 0.87879
90.07000, 0.07291, 12.09500, 0.48294, 6.56600, 5.84110, 0.88960
90.06000, 0.08886, 12.04000, 0.59945, 8.00100, 7.21720, 0.90204
90.04000, 0.11516, 11.96500, 0.79320, 10.36800, 9.49000, 0.91532
90.03000, 0.14092, 11.89800, 0.98420, 12.68500, 11.71000, 0.92314
90.01000, 0.16639, 11.84300, 1.17330, 14.97400, 13.89600, 0.92801
89.99000, 0.20388, 11.77300, 1.45490, 18.34300, 17.12900, 0.93382
89.97000, 0.23036, 11.73300, 1.65530, 20.72100, 19.42300, 0.93736
90.08000, 0.26546, 11.70400, 1.92170, 23.90800, 22.49100, 0.94073
90.08000, 0.31313, 11.64800, 2.28450, 28.19900, 26.61000, 0.94365
90.07000, 0.34423, 11.61400, 2.52140, 30.99800, 29.28400, 0.94471
90.07000, 0.38312, 11.57100, 2.81860, 34.49900, 32.61500, 0.94539
