Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.05500, 0.01385, 4.29500, 0.07497, 0.67280, 0.32200, 0.47860
50.05500, 0.01462, 4.29500, 0.08398, 0.71120, 0.36070, 0.50717
50.05500, 0.01569, 4.29300, 0.09640, 0.76450, 0.41390, 0.54140
50.05300, 0.01694, 4.29200, 0.11094, 0.82710, 0.47610, 0.57563
50.05300, 0.01868, 4.29000, 0.13099, 0.91320, 0.56200, 0.61542
50.05100, 0.02106, 4.28800, 0.15851, 1.03130, 0.67970, 0.65907
50.04900, 0.02455, 4.28400, 0.19880, 1.20400, 0.85170, 0.70739
50.04400, 0.03117, 4.27700, 0.27428, 1.52650, 1.17310, 0.76849
50.03700, 0.04325, 4.26300, 0.41311, 2.11900, 1.76110, 0.83110
50.03400, 0.04730, 4.25800, 0.45979, 2.31760, 1.95790, 0.84480
50.03100, 0.05218, 4.25300, 0.51601, 2.55650, 2.19460, 0.85844
50.02800, 0.05855, 4.24500, 0.58939, 2.86790, 2.50210, 0.87245
50.02300, 0.06689, 4.23500, 0.68590, 3.27630, 2.90500, 0.88667
