Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.05800, 0.00982, 4.28600, 0.07501, 0.49072, 0.32150, 0.65516
50.05700, 0.01060, 4.28400, 0.08398, 0.52991, 0.35980, 0.67898
50.05600, 0.01167, 4.28100, 0.09628, 0.58330, 0.41210, 0.70650
50.05500, 0.01291, 4.27700, 0.11066, 0.64570, 0.47330, 0.73300
50.05500, 0.01464, 4.27100, 0.13052, 0.73220, 0.55750, 0.76140
50.05400, 0.01700, 4.26400, 0.15772, 0.85030, 0.67260, 0.79101
50.05200, 0.02045, 4.25400, 0.19753, 1.02290, 0.84030, 0.82149
50.04700, 0.02688, 4.23600, 0.27172, 1.34350, 1.15110, 0.85679
50.04000, 0.03858, 4.20600, 0.40763, 1.92810, 1.71440, 0.88917
50.03700, 0.04248, 4.19600, 0.45302, 2.12300, 1.90070, 0.89529
50.03500, 0.04717, 4.18400, 0.50773, 2.35710, 2.12450, 0.90132
50.03100, 0.05327, 4.17000, 0.57894, 2.66190, 2.41440, 0.90702
50.02600, 0.06128, 4.15200, 0.67240, 3.06160, 2.79200, 0.91194
50.01900, 0.07221, 4.12700, 0.80040, 3.60770, 3.30400, 0.91582
