Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
75.26500, 0.04270, 12.10300, inf, 3.14000, inf, 1.00000
75.26200, 0.04735, 12.09400, 0.26555, 3.48020, 3.21160, 0.92282
75.25900, 0.05316, 12.08400, 0.30097, 3.90540, 3.63680, 0.93122
75.25500, 0.06000, 12.07100, 0.34264, 4.40590, 4.13610, 0.93876
75.25000, 0.06945, 12.05400, 0.40040, 5.09850, 4.82650, 0.94665
75.24100, 0.08247, 12.03300, 0.47996, 6.05140, 5.77530, 0.95437
75.23100, 0.10160, 12.00100, 0.59691, 7.45120, 7.16350, 0.96139
75.21100, 0.13339, 11.94800, 0.79130, 9.77700, 9.45500, 0.96707
75.19300, 0.16469, 11.89500, 0.98310, 12.06500, 11.69400, 0.96925
75.17400, 0.19571, 11.84600, 1.17290, 14.33100, 13.89400, 0.96951
75.14600, 0.24168, 11.78400, 1.45450, 17.68600, 17.14000, 0.96913
75.26100, 0.27544, 11.76600, 1.65800, 20.14600, 19.50800, 0.96833
75.25600, 0.31877, 11.72200, 1.92290, 23.31000, 22.54000, 0.96697
75.25000, 0.37823, 11.66400, 2.28630, 27.65200, 26.66600, 0.96434
