Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
90.09000, 0.03617, nan, nan, 3.17150, nan, nan
90.09000, 0.04012, 12.09300, 0.26552, 3.51560, 3.21090, 0.91333
90.09000, 0.04508, 12.08200, 0.30097, 3.94650, 3.63610, 0.92135
90.08000, 0.05089, 12.06800, 0.34259, 4.45200, 4.13430, 0.92864
90.08000, 0.05893, 12.04900, 0.40023, 5.15100, 4.82250, 0.93623
90.07000, 0.06998, 12.02600, 0.47970, 6.11200, 5.76900, 0.94388
90.06000, 0.08619, 11.99400, 0.59655, 7.52000, 7.15480, 0.95144
90.04000, 0.11310, 11.94100, 0.79100, 9.85600, 9.44500, 0.95830
90.03000, 0.13958, 11.89400, 0.98310, 12.15700, 11.69200, 0.96175
90.01000, 0.16586, 11.85300, 1.17370, 14.43700, 13.91200, 0.96364
89.99000, 0.20479, 11.80000, 1.45650, 17.81300, 17.18600, 0.96480
89.98000, 0.23251, 11.76400, 1.65800, 20.21600, 19.50500, 0.96483
90.08000, 0.27014, 11.74000, 1.92610, 23.44800, 22.61200, 0.96435
90.08000, 0.32046, 11.68800, 2.29110, 27.80700, 26.77800, 0.96299
90.07000, 0.39441, 11.61200, 2.82780, 34.21000, 32.83600, 0.95984
90.06000, 0.44636, 11.56100, 3.20480, 38.70600, 37.05200, 0.95727
90.05000, 0.51401, 11.49800, 3.69610, 44.55900, 42.49700, 0.95372
