Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
90.09000, 0.03566, 12.10100, inf, 3.16140, inf, 1.00000
90.09000, 0.03957, 12.09200, 0.26563, 3.50620, 3.21190, 0.91606
90.08000, 0.04444, 12.08100, 0.30105, 3.93630, 3.63690, 0.92394
90.08000, 0.05018, 12.06700, 0.34270, 4.44190, 4.13540, 0.93100
90.08000, 0.05810, 12.04900, 0.40032, 5.14020, 4.82340, 0.93837
90.07000, 0.06899, 12.02600, 0.47981, 6.10100, 5.77020, 0.94578
90.06000, 0.08496, 11.99400, 0.59671, 7.50900, 7.15690, 0.95311
90.05000, 0.11148, 11.94100, 0.79120, 9.84500, 9.44700, 0.95957
90.01000, 0.16351, 11.85600, 1.17410, 14.42800, 13.92000, 0.96479
90.00000, 0.18092, 11.83100, 1.30250, 15.96000, 15.41000, 0.96554
89.99000, 0.20189, 11.80300, 1.45710, 17.80500, 17.19900, 0.96596
89.98000, 0.22923, 11.76900, 1.65880, 20.20900, 19.52300, 0.96605
90.08000, 0.26607, 11.74500, 1.92730, 23.44900, 22.63600, 0.96533
90.08000, 0.31567, 11.69500, 2.29280, 27.81300, 26.81300, 0.96405
90.07000, 0.34800, 11.66100, 2.53120, 30.65800, 29.51600, 0.96275
90.07000, 0.38854, 11.62000, 2.83020, 34.22400, 32.88700, 0.96093
90.06000, 0.43971, 11.57100, 3.20790, 38.72500, 37.11800, 0.95850
90.06000, 0.50640, 11.50800, 3.70020, 44.59000, 42.58400, 0.95501
90.05000, 0.53938, 11.47700, 3.94380, 47.49100, 45.26500, 0.95313
