Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.05300, 0.01970, 4.83600, 0.08638, 0.95620, 0.41770, 0.43683
50.05300, 0.02067, 4.83600, 0.09657, 1.00480, 0.46690, 0.46467
50.05100, 0.02201, 4.83400, 0.11051, 1.07110, 0.53420, 0.49874
50.05100, 0.02358, 4.83300, 0.12689, 1.14860, 0.61320, 0.53387
50.05000, 0.02575, 4.83100, 0.14948, 1.25540, 0.72210, 0.57520
50.04800, 0.02880, 4.82800, 0.18044, 1.40160, 0.87110, 0.62150
50.04500, 0.03316, 4.82300, 0.22580, 1.61560, 1.08910, 0.67411
50.04000, 0.04130, 4.81500, 0.31071, 2.01470, 1.49600, 0.74254
50.03500, 0.04881, 4.80700, 0.38912, 2.38250, 1.87030, 0.78502
50.03100, 0.05624, 4.79700, 0.46688, 2.74590, 2.23970, 0.81565
50.02500, 0.06728, 4.78400, 0.58246, 3.28490, 2.78630, 0.84821
50.02000, 0.07512, 4.77400, 0.66480, 3.66670, 3.17300, 0.86536
50.01400, 0.08536, 4.76000, 0.77280, 4.16600, 3.67900, 0.88310
50.01400, 0.08536, 4.76000, 0.77280, 4.16560, 3.67800, 0.88295
49.99400, 0.11931, 4.70000, 1.13630, 5.81850, 5.34000, 0.91776
