Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
130.14000, 0.02791, nan, nan, 3.41600, nan, nan
130.14000, 0.03076, 12.06300, 0.26490, 3.76050, 3.19520, 0.84967
130.14000, 0.03433, 12.05000, 0.30016, 4.19070, 3.61690, 0.86308
130.14000, 0.03853, 12.03600, 0.34168, 4.69730, 4.11220, 0.87544
130.14000, 0.04434, 12.01500, 0.39907, 5.39790, 4.79460, 0.88823
130.13000, 0.05233, 11.98600, 0.47805, 6.36100, 5.72980, 0.90077
130.12000, 0.06408, 11.94300, 0.59408, 7.77520, 7.09530, 0.91256
130.11000, 0.08348, 11.88000, 0.78690, 10.11500, 9.34800, 0.92417
130.10000, 0.10254, 11.82700, 0.97760, 12.40900, 11.56200, 0.93174
130.09000, 0.12135, 11.78900, 1.16720, 14.67100, 13.76000, 0.93790
130.08000, 0.14908, 11.74000, 1.44900, 18.01300, 17.01000, 0.94432
130.07000, 0.16886, 11.70800, 1.64970, 20.39100, 19.31400, 0.94718
130.05000, 0.19488, 11.66900, 1.91410, 23.51800, 22.33500, 0.94970
