Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
90.09000, 0.03891, 12.24900, inf, 3.50470, inf, 1.00000
90.08000, 0.04291, 12.22400, 0.26901, 3.86500, 3.28850, 0.85084
90.08000, 0.04790, 12.19500, 0.30441, 4.31420, 3.71220, 0.86046
90.08000, 0.05374, 12.16300, 0.34598, 4.84000, 4.20830, 0.86948
90.07000, 0.06177, 12.12700, 0.40354, 5.56240, 4.89350, 0.87975
90.06000, 0.07275, 12.08000, 0.48271, 6.55100, 5.83120, 0.89012
90.06000, 0.08868, 12.02700, 0.59910, 7.98500, 7.20510, 0.90233
90.04000, 0.11490, 11.95200, 0.79270, 10.34400, 9.47500, 0.91599
90.03000, 0.14068, 11.88900, 0.98380, 12.66300, 11.69600, 0.92364
90.01000, 0.16614, 11.83500, 1.17300, 14.95200, 13.88300, 0.92850
89.99000, 0.20362, 11.77100, 1.45420, 18.32000, 17.11800, 0.93439
89.97000, 0.23009, 11.73300, 1.65470, 20.69800, 19.41500, 0.93801
90.08000, 0.26526, 11.70400, 1.92140, 23.89000, 22.48800, 0.94131
